policy,fraction,cumulative_gain,centered_qini,unit,sample_scope
dr_learner,0.5899997533151407,0.0008250868982292439,0.00016937372006415533,incremental_conversions_per_test_row,held_out_test
dr_learner,0.5999997854914266,0.0008283115369139111,0.00016148453566123362,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6099998176677126,0.0008343402092374201,0.00015639938489715353,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6199998498439986,0.0008379854529679136,0.00014893080554005808,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6299998820202847,0.0008456965454747275,0.00014552807495928294,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6399999141965707,0.0008578940918036881,0.0001466117982006545,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6499999463728566,0.0008623805456258341,0.00013998442893521147,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6599999785491426,0.0008643433691730225,0.00013083342939481084,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6699996532111397,0.0008587353018953382,0.00011411193636331487,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6799996853874257,0.0008643433691730209,0.00010860618055340851,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6899997175637117,0.0008599971170328152,9.31461053256139e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.6999997497399977,0.0008658855876743824,8.792075287959202e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7099997819162838,0.0008650443775827291,7.596571970034966e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7199998140925697,0.0008670072011299177,6.681472015994915e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7299998462688557,0.0008762605121380948,6.495420808053727e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7399998784451417,0.0008836912012810242,6.127107413587778e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7499999106214278,0.0008800459575505292,4.651200731779358e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7599999427977138,0.0008814479743699488,3.680020104962424e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7699999749739997,0.0008907012853781259,3.493968897021226e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7799996496359968,0.0008958887476099825,2.901372544825728e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7899996818122829,0.0009028988317070858,2.4909986457771413e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.7999997139885688,0.0009138345628985677,2.4731894561664386e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8099997461648548,0.0009157973864457562,1.5580895021263873e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8199997783411408,0.0009194426301762496,8.112315664168313e-06,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8299998105174269,0.0009167787982193488,-5.665339380321664e-06,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8399998426937129,0.0009218260587692636,-1.1731901917995868e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8499998748699988,0.0009282753361385988,-1.6396447636249584e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8599999070462848,0.0009334627983704554,-2.2322808491982097e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8699999392225709,0.0009348648151898751,-3.2034614760151434e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8799999713988569,0.0009421553026508628,-3.5857950386752836e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8899996460608539,0.0009470623615188349,-4.206431727259239e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.8999996782371399,0.0009507076052493284,-4.953289662968773e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.909999710413426,0.0009530910338423431,-5.8263291124262305e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.919999742589712,0.0009469221598368898,-7.554598821730442e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.9299997747659979,0.0009480437732924259,-8.553819784935736e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.9399998069422839,0.0009594001095297341,-8.529568469963823e-05,incremental_conversions_per_test_row,held_out_test
dr_learner,0.94999983911857,0.0009550538573895284,-0.00010075575992743305,incremental_conversions_per_test_row,held_out_test
dr_learner,0.959999871294856,0.00095589506748118,-0.00011102837292337046,incremental_conversions_per_test_row,held_out_test
dr_learner,0.969999903471142,0.0009623443448505153,-0.00011569291864162406,incremental_conversions_per_test_row,held_out_test
dr_learner,0.9799999356474279,0.0009640267650338194,-0.00012512432154590904,incremental_conversions_per_test_row,held_out_test
dr_learner,0.989999967823714,0.0009678122104462547,-0.0001324526992210628,incremental_conversions_per_test_row,held_out_test
dr_learner,1.0,0.0011113787327549066,0.0,incremental_conversions_per_test_row,held_out_test
