policy,fraction,cumulative_gain,centered_qini,unit,sample_scope
dr_learner,0.009999674661997053,0.00037952595301724067,0.000368412527263429,incremental_conversions_per_test_row,held_out_test
dr_learner,0.01999970683828306,0.00048383600438217314,0.0004616087555407725,incremental_conversions_per_test_row,held_out_test
dr_learner,0.029999739014569066,0.0005560398705823606,0.0005226987986533709,incremental_conversions_per_test_row,held_out_test
dr_learner,0.03999977119085507,0.0006342724091060599,0.0005898175140894811,incremental_conversions_per_test_row,held_out_test
dr_learner,0.04999980336714108,0.0006342724091060602,0.0005787036910018924,incremental_conversions_per_test_row,held_out_test
dr_learner,0.05999983554342708,0.0006311879721033345,0.0005645054309115778,incremental_conversions_per_test_row,held_out_test
dr_learner,0.06999986771971309,0.0006383382578823818,0.000560541893603036,incremental_conversions_per_test_row,held_out_test
dr_learner,0.0799998998959991,0.0006388990646101506,0.0005499888772432157,incremental_conversions_per_test_row,held_out_test
dr_learner,0.0899999320722851,0.0006421237032948193,0.0005420996928402954,incremental_conversions_per_test_row,held_out_test
dr_learner,0.0999999642485711,0.0006515172159849402,0.0005403793824428273,incremental_conversions_per_test_row,held_out_test
dr_learner,0.10999999642485711,0.0006503956025294039,0.0005281439458997019,incremental_conversions_per_test_row,held_out_test
dr_learner,0.11999967108685416,0.0006492739890738675,0.0005159089066903539,incremental_conversions_per_test_row,held_out_test
dr_learner,0.12999970326314017,0.0006485729806641574,0.0005040940751930549,incremental_conversions_per_test_row,held_out_test
dr_learner,0.13999973543942618,0.0006550222580334943,0.0004994295294748027,incremental_conversions_per_test_row,held_out_test
dr_learner,0.14999976761571218,0.000652919232804363,0.0004862126811580823,incremental_conversions_per_test_row,held_out_test
dr_learner,0.1599997997919982,0.0006621725438125419,0.00048435216907867225,incremental_conversions_per_test_row,held_out_test
dr_learner,0.1699998319682842,0.0006621725438125422,0.0004732383459910835,incremental_conversions_per_test_row,held_out_test
dr_learner,0.1799998641445702,0.0006652569808152686,0.00046520895990622075,incremental_conversions_per_test_row,held_out_test
dr_learner,0.1899998963208562,0.0006660981909069215,0.0004549363469102847,incremental_conversions_per_test_row,held_out_test
dr_learner,0.1999999284971422,0.0006680610144541112,0.0004457853473698853,incremental_conversions_per_test_row,held_out_test
dr_learner,0.20999996067342822,0.0006743700901415059,0.000440980599969691,incremental_conversions_per_test_row,held_out_test
dr_learner,0.21999999284971422,0.0006771741237803482,0.00043267081052094427,incremental_conversions_per_test_row,held_out_test
dr_learner,0.22999966751171128,0.0006718464598665486,0.0004162297208533331,incremental_conversions_per_test_row,held_out_test
dr_learner,0.23999969968799728,0.0006707248464110123,0.0004039942843102077,incremental_conversions_per_test_row,held_out_test
dr_learner,0.2499997318642833,0.0006775947288261754,0.00039975034363778184,incremental_conversions_per_test_row,held_out_test
dr_learner,0.2599997640405693,0.000682081182648323,0.00039312297437234033,incremental_conversions_per_test_row,held_out_test
dr_learner,0.26999979621685527,0.0006781555355539446,0.0003780835041903729,incremental_conversions_per_test_row,held_out_test
dr_learner,0.2799998283931413,0.0006847450146052237,0.000373559160154063,incremental_conversions_per_test_row,held_out_test
dr_learner,0.2899998605694273,0.0006823615860122084,0.00036006190847345874,incremental_conversions_per_test_row,held_out_test
dr_learner,0.2999998927457133,0.0006932973172036924,0.00035988381657735366,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3099999249219993,0.000700868208028566,0.0003563408843146383,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3199999570982853,0.0007054948635326557,0.0003498537167311389,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3299999892745713,0.000708018493807614,0.00034126352391850815,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3399996639365684,0.0007113833341742248,0.0003335149385313073,incremental_conversions_per_test_row,held_out_test
dr_learner,0.34999969611285436,0.000714187367813067,0.00032520514908256055,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3599997282891404,0.0007182532165893883,0.00031815717477129277,incremental_conversions_per_test_row,held_out_test
dr_learner,0.3699997604654264,0.0007227396704115358,0.0003115298055058512,incremental_conversions_per_test_row,held_out_test
